age,gender,department,education,tenure_years,trainings_attended,awards_won,job_level,region,recruitment_channel,work_type,language_count,multilingual,international_hire,is_promoted,weighted_performance_index,high_achiever_flag,training_efficiency
0.8511868395286719,1.0,2.0,2.0,0.8540434205242349,3.528853338670832,-0.7075908901303577,3.0,2.0,2.0,0.0,-0.903566624768081,1.0,0.0,0,0.9462405245673547,0,0.08557354998511721
-0.4301421376332608,0.0,3.0,0.0,-0.4392574188241235,-1.405422833015442,-0.7075908901303577,2.0,2.0,1.0,1.0,-0.903566624768081,1.0,0.0,0,-0.9050091698519513,0,2.7600667123923985
-1.0708066262142273,1.0,1.0,0.0,-0.751796824713883,-1.405422833015442,0.6792983496390617,0.0,3.0,0.0,0.0,1.8596340625960808,0.0,0.0,1,1.5609680335713432,1,-2.2042107284250285
0.118998852578996,1.0,2.0,0.0,-0.916359471690848,-1.405422833015442,0.6792983496390617,1.0,1.0,1.0,0.0,0.478033718914,1.0,0.0,1,0.9949411155914093,1,-0.3117867250016642
-0.0640481441584228,0.0,3.0,2.0,-0.4550635565733196,-1.405422833015442,0.6792983496390617,1.0,1.0,0.0,0.0,0.478033718914,0.0,1.0,0,0.3898761646221977,0,-3.6646795479291208
0.302045849316415,0.0,0.0,0.0,-0.0201716423438282,2.1190601467604684,-0.7075908901303577,0.0,0.0,1.0,0.0,-0.903566624768081,0.0,0.0,1,0.869013291181889,0,-0.05842364703243141
-0.7962361311080988,1.0,4.0,2.0,0.1159846105069704,0.7092669548501043,-0.7075908901303577,3.0,3.0,1.0,0.0,1.8596340625960808,1.0,0.0,1,0.83198733152557,0,-0.04828895887737086
-0.7962361311080988,0.0,3.0,0.0,2.3717447445827524,0.7092669548501043,-0.7075908901303577,2.0,2.0,1.0,1.0,-0.903566624768081,0.0,0.0,0,0.832867980323211,0,-0.10197745560926268
0.3935693476851245,0.0,4.0,2.0,-0.8382417999934934,0.0043703588949221,-0.7075908901303577,0.0,3.0,0.0,0.0,-0.903566624768081,0.0,1.0,0,1.0805886028333826,0,1.2614786977744432
1.4918513281096382,1.0,0.0,1.0,3.3613079892664244,0.7092669548501043,0.6792983496390617,0.0,0.0,2.0,1.0,0.478033718914,1.0,1.0,1,0.9272416757394194,0,0.40402988107261706
0.3935693476851245,1.0,3.0,0.0,0.0836321193916647,0.0043703588949221,2.0661875894084814,2.0,1.0,0.0,0.0,0.478033718914,0.0,0.0,0,0.2533540198254138,0,-0.7460271038101617
