age,gender,department,education,tenure_years,previous_rating,kpi_met,trainings_attended,avg_training_score,awards_won,job_level,region,recruitment_channel,work_type,language_count,multilingual,international_hire,is_promoted
0.8511868395286719,1.0,2.0,2.0,0.8540434205242349,3.0,-0.5488284838499493,3.528853338670832,0.3875500575520134,-0.7075908901303577,3.0,2.0,2.0,0.0,-0.903566624768081,1.0,0.0,0
-0.4301421376332608,0.0,3.0,0.0,-0.4392574188241235,0.0,-1.596033443706111,-1.4054228330154421,-1.118994065849743,-0.7075908901303577,2.0,2.0,1.0,1.0,-0.903566624768081,1.0,0.0,0
-1.0708066262142273,1.0,1.0,0.0,-0.751796824713883,3.0,0.7892667426329241,-1.4054228330154421,0.8936373580811059,0.6792983496390617,0.0,3.0,0.0,0.0,1.8596340625960812,0.0,0.0,1
0.11899885257899608,1.0,2.0,0.0,-0.9163594716908481,3.0,-0.14158211057255307,-1.4054228330154421,0.1264054573467812,0.6792983496390617,1.0,1.0,1.0,0.0,0.47803371891400004,1.0,0.0,1
-0.06404814415842289,0.0,3.0,2.0,-0.4550635565733196,0.0,-0.31611627054858005,-1.4054228330154421,1.4857447644151733,0.6792983496390617,1.0,1.0,0.0,0.0,0.47803371891400004,0.0,1.0,0
0.30204584931641504,0.0,0.0,0.0,-0.020171642343828292,2.0,0.7892667426329241,2.1190601467604684,-0.18222686908725733,-0.7075908901303577,0.0,0.0,1.0,0.0,-0.903566624768081,0.0,0.0,1
-0.7962361311080988,1.0,4.0,2.0,0.11598461050697041,4.0,-1.4214992837300842,0.7092669548501043,-0.08253872169320565,-0.7075908901303577,3.0,3.0,1.0,0.0,1.8596340625960812,1.0,0.0,1
-0.7962361311080988,0.0,3.0,0.0,2.3717447445827524,2.0,0.6729106359822394,0.7092669548501043,-0.1743066950126061,-0.7075908901303577,2.0,2.0,1.0,1.0,-0.903566624768081,0.0,0.0,0
0.3935693476851245,0.0,4.0,2.0,-0.8382417999934934,2.0,-0.025226003921868426,0.004370358894922151,1.2669918124220167,-0.7075908901303577,0.0,3.0,0.0,0.0,-0.903566624768081,0.0,1.0,0
1.4918513281096382,1.0,0.0,1.0,3.3613079892664244,2.0,0.09113010272881622,0.7092669548501043,0.6905949244894419,0.6792983496390617,0.0,0.0,2.0,1.0,0.47803371891400004,1.0,1.0,1
0.3935693476851245,1.0,3.0,0.0,0.08363211939166476,2.0,-0.49065043052460705,0.004370358894922151,-0.7492875099991515,2.0661875894084814,2.0,1.0,0.0,0.0,0.47803371891400004,0.0,0.0,0
-1.5284241180577747,1.0,1.0,0.0,-0.38675408307939,0.0,1.6037594891877167,-1.4054228330154421,2.027956213338397,0.6792983496390617,2.0,0.0,2.0,1.0,-0.903566624768081,0.0,0.0,0
